"Id","Level","Points","Language","RegDate",
"00547544-3e9e-4655-84d3-2cc18b322aef",1, 100, "hu", "2026-01-11 17:41:37.015119"
"02a22381-f46a-4c54-8f67-af709ca666ad",1, 100, "hu", "2026-01-11 17:41:37.015119"
"08d52de7-65f1-4125-afb8-e20611a49c8a",1, 100, "hu", "2026-01-11 17:41:37.015119"
"0b2a6067-ab87-48d2-a2ed-e0bc41d328f4",1, 100, "hu", "2026-01-11 17:41:37.015119"
"0c3ba65d-1d4a-46b6-9cd2-5eacf4b43049",1, 100, "hu", "2026-01-11 17:41:37.015119"
"0cf7660d-3e64-4e61-bb8b-b07a534d0f70",1, 100, "hu", "2026-01-11 17:41:37.015119"
"14cc7d71-60d8-4e8c-a041-047b352ca1a4",1, 100, "hu", "2026-01-11 17:41:37.015119"
"1fd6a1f1-aa75-4e52-8896-d414738f0cab",1, 100, "hu", "2026-01-11 17:41:37.015119"
"299d3eb8-5925-42fc-a78c-8086d722fe41",1, 100, "hu", "2026-01-11 17:41:37.015119"
"2bad1b24-3ea3-4c6d-a7a3-5b7665b069fa",1, 100, "en", "2026-01-11 17:41:37.015119"
"2bec634c-c351-430f-97ed-ef3bb7de7acf",1, 100, "hu", "2026-01-11 17:41:37.015119"
"2becb8ad-3081-4d3a-a601-ea685b043c8e",1, 100, "hu", "2026-01-11 17:41:37.015119"
"2c5f59bd-98ef-4ba9-b41c-48882eef2091",1, 100, "hu", "2026-01-11 17:41:37.015119"
"2eabb31f-4466-427d-ba87-d3d477040159",1, 100, "hu", "2026-01-11 17:41:37.015119"
"2ebccb31-6533-4743-86fd-e37ce5b7319e",1, 100, "hu", "2026-01-11 17:41:37.015119"
"3155e6aa-46b1-4fb0-8c72-e6c41d0fe507",1, 100, "hu", "2026-01-11 17:41:37.015119"
"3295eb67-a832-465f-96d5-d17e3a4ac843",1, 100, "en", "2026-01-11 17:41:37.015119"
"33229062-e640-45d2-b593-b32cea0b4154",1, 100, "hu", "2026-01-11 17:41:37.015119"
"3404b26a-9374-4002-95cb-835514f7f0d6",1, 100, "hu", "2026-01-11 17:41:37.015119"
"37949c22-9565-4010-90e5-588627f94213",1, 100, "hu", "2026-01-11 17:41:37.015119"
"385179d9-de88-42ed-b310-ff3631660e76",1, 100, "hu", "2026-01-11 17:41:37.015119"
"3915ca68-8d80-4578-b99a-d831d45de0ce",1, 100, "hu", "2026-01-11 17:41:37.015119"
"3ba7a3c3-82bb-4037-bfcf-db0e7a17fa3a",1, 100, "hu", "2026-01-11 17:41:37.015119"
"4244c886-0b59-4c52-aaa7-23443389275a",1, 100, "hu", "2026-01-11 17:41:37.015119"
"43d6ddcf-d78b-448f-b617-a0764c000866",1, 100, "hu", "2026-01-11 17:41:37.015119"
"46abdffd-f22d-4407-b9c1-45d79e97d537",1, 100, "hu", "2026-01-11 17:41:37.015119"
